timestamp,agent.name,rule.id,rule.level,rule.description,data.win.system.channel,data.win.system.message
"Apr 26, 2025 @ 13:53:36.526","host1_windows1","92031","3","Discovery activity executed","Microsoft-Windows-Sysmon/Operational","""Process Create:\r\nRuleName: technique_id=T1018,technique_name=Remote System Discovery\r\nUtcTime: 2025-04-26 17:53:34.778\r\nProcessGuid: {26d71978-1d9e-680d-ef04-000000000600}\r\nProcessId: 4244\r\nImage: C:\Windows\System32\net1.exe\r\nFileVersion: 10.0.26100.1150 (WinBuild.160101.0800)\r\nDescription: Net Command\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: net1.exe\r\nCommandLine: C:\WINDOWS\system32\net1 accounts /domain\r\nCurrentDirectory: C:\Users\usach\\r\nUser: DESKTOP-V0J3BBT\usach\r\nLogonGuid: {26d71978-fab0-680c-e1c4-0c0000000000}\r\nLogonId: 0xCC4E1\r\nTerminalSessionId: 1\r\nIntegrityLevel: High\r\nHashes: SHA1=EF2D271C7A297FD2CD003D50F67493B3F3AC2988,MD5=12293EDB07AB8B4D92BAF4BEBFD7A9D8,SHA256=15E3429ECCE48FC6AB66371D040F4C40FB961F2CED4C7D40942279B19DEFE8C7,IMPHASH=98A56655C7E54BCE7F55B3F01AB5B07E\r\nParentProcessGuid: {26d71978-1d9e-680d-ee04-000000000600}\r\nParentProcessId: 5688\r\nParentImage: C:\Windows\System32\net.exe\r\nParentCommandLine: ""C:\WINDOWS\system32\net.exe"" accounts /domain\r\nParentUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:53:36.464","host1_windows1","92033","3","Discovery activity spawned via powershell execution","Microsoft-Windows-Sysmon/Operational","""Process Create:\r\nRuleName: technique_id=T1018,technique_name=Remote System Discovery\r\nUtcTime: 2025-04-26 17:53:34.759\r\nProcessGuid: {26d71978-1d9e-680d-ee04-000000000600}\r\nProcessId: 5688\r\nImage: C:\Windows\System32\net.exe\r\nFileVersion: 10.0.26100.1 (WinBuild.160101.0800)\r\nDescription: Net Command\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: net.exe\r\nCommandLine: ""C:\WINDOWS\system32\net.exe"" accounts /domain\r\nCurrentDirectory: C:\Users\usach\\r\nUser: DESKTOP-V0J3BBT\usach\r\nLogonGuid: {26d71978-fab0-680c-e1c4-0c0000000000}\r\nLogonId: 0xCC4E1\r\nTerminalSessionId: 1\r\nIntegrityLevel: High\r\nHashes: SHA1=22C5F27687496FEE69D97F499FB08592FE4AABD4,MD5=1BFB2C7C3B8BE001F5A346E5AA4A5C2D,SHA256=3BFE5126FA138291696C4551077D007650425B0BF399FD94363E9E9C7BE73ED5,IMPHASH=EF46B86C2346DA0A991DE4B78AAF4E75\r\nParentProcessGuid: {26d71978-1d9e-680d-ed04-000000000600}\r\nParentProcessId: 8280\r\nParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe\r\nParentCommandLine: powershell.exe -ExecutionPolicy Bypass -C ""net accounts /domain""\r\nParentUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:53:36.309","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:53:34.663\r\nProcessGuid: {26d71978-1d9e-680d-ed04-000000000600}\r\nProcessId: 8280\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_lcdk2xm4.cxb.ps1\r\nCreationUtcTime: 2025-04-26 17:53:34.663\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:53:14.062","host1_windows1","60106","3","Windows Logon Success","Security","""Se inició sesión correctamente en una cuenta.\r\n\r\nFirmante:\r\n	Id. de seguridad:		S-1-5-18\r\n	Nombre de cuenta:		DESKTOP-V0J3BBT$\r\n	Dominio de cuenta:		WORKGROUP\r\n	Id. de inicio de sesión:		0x3E7\r\n\r\nInformación de inicio de sesión:\r\n	Tipo de inicio de sesión:		5\r\n	Modo de administrador restringido:	-\r\n	Credential Guard remota:	-\r\n	Cuenta virtual:		No\r\n	Token elevado:		Sí\r\n\r\nNivel de suplantación:		Suplantación\r\n\r\nNuevo inicio de sesión:\r\n	Id. de seguridad:		S-1-5-18\r\n	Nombre de cuenta:		SYSTEM\r\n	Dominio de cuenta:		NT AUTHORITY\r\n	Id. de inicio de sesión:		0x3E7\r\n	Inicio de sesión vinculado:		0x0\r\n	Nombre de cuenta de red:	-\r\n	Dominio de cuenta de red:	-\r\n	GUID de inicio de sesión:		{00000000-0000-0000-0000-000000000000}\r\n\r\nInformación de proceso:\r\n	Id. de proceso:		0x33c\r\n	Nombre de proceso:		C:\Windows\System32\services.exe\r\n\r\nInformación de red:\r\n	Nombre de estación de trabajo:	-\r\n	Dirección de red de origen:	-\r\n	Puerto de origen:		-\r\n\r\nInformación de autenticación detallada:\r\n	Proceso de inicio de sesión:		Advapi  \r\n	Paquete de autenticación:	Negotiate\r\n	Servicios transitados:	-\r\n	Nombre de paquete (solo NTLM):	-\r\n	Longitud de clave:		0\r\n\r\nEste evento se genera cuando se crea una sesión de inicio. Lo genera el equipo al que se tuvo acceso.\r\n\r\nLos campos de firmante indican la cuenta del sistema local que solicitó el inicio de sesión. Suele ser un servicio como el servicio de servidor o un proceso local como Winlogon.exe o Services.exe.\r\n\r\nEl campo Tipo de inicio de sesión indica la clase de inicio de sesión que se realizó. Los tipos más comunes son 2 (interactivo) y 3 (red).\r\n\r\nLos campos Nuevo inicio de sesión indican la cuenta para la que se creó el nuevo inicio de sesión, es decir, aquella en la que se inició la sesión.\r\n\r\nLos campos de red indican dónde se originó una solicitud de inicio de sesión remota. Nombre de estación de trabajo no está siempre disponible y se puede dejar en blanco en algunos casos.\r\n\r\nEl campo de nivel de suplantación indica en qué medida un proceso en la sesión de inicio de sesión puede suplantar.\r\n\r\nLos campos de información de autenticación proporcionan información detallada sobre esta solicitud de inicio de sesión específica.\r\n	- GUID de inicio de sesión es un identificador único que se puede usar para correlacionar este evento con un evento KDC.\r\n	- Servicios transitados indica los servicios intermedios que participaron en esta solicitud de inicio de sesión.\r\n	- Nombre de paquete indica el subprotocolo que se usó entre los protocolos NTLM.\r\n	- Longitud de clave indica la longitud de la clave de sesión generada. Será 0 si no se solicitó una clave de sesión."""
"Apr 26, 2025 @ 13:53:14.048","host1_windows1","60106","3","Windows Logon Success","Security","""Se inició sesión correctamente en una cuenta.\r\n\r\nFirmante:\r\n	Id. de seguridad:		S-1-5-18\r\n	Nombre de cuenta:		DESKTOP-V0J3BBT$\r\n	Dominio de cuenta:		WORKGROUP\r\n	Id. de inicio de sesión:		0x3E7\r\n\r\nInformación de inicio de sesión:\r\n	Tipo de inicio de sesión:		5\r\n	Modo de administrador restringido:	-\r\n	Credential Guard remota:	-\r\n	Cuenta virtual:		No\r\n	Token elevado:		Sí\r\n\r\nNivel de suplantación:		Suplantación\r\n\r\nNuevo inicio de sesión:\r\n	Id. de seguridad:		S-1-5-18\r\n	Nombre de cuenta:		SYSTEM\r\n	Dominio de cuenta:		NT AUTHORITY\r\n	Id. de inicio de sesión:		0x3E7\r\n	Inicio de sesión vinculado:		0x0\r\n	Nombre de cuenta de red:	-\r\n	Dominio de cuenta de red:	-\r\n	GUID de inicio de sesión:		{00000000-0000-0000-0000-000000000000}\r\n\r\nInformación de proceso:\r\n	Id. de proceso:		0x33c\r\n	Nombre de proceso:		C:\Windows\System32\services.exe\r\n\r\nInformación de red:\r\n	Nombre de estación de trabajo:	-\r\n	Dirección de red de origen:	-\r\n	Puerto de origen:		-\r\n\r\nInformación de autenticación detallada:\r\n	Proceso de inicio de sesión:		Advapi  \r\n	Paquete de autenticación:	Negotiate\r\n	Servicios transitados:	-\r\n	Nombre de paquete (solo NTLM):	-\r\n	Longitud de clave:		0\r\n\r\nEste evento se genera cuando se crea una sesión de inicio. Lo genera el equipo al que se tuvo acceso.\r\n\r\nLos campos de firmante indican la cuenta del sistema local que solicitó el inicio de sesión. Suele ser un servicio como el servicio de servidor o un proceso local como Winlogon.exe o Services.exe.\r\n\r\nEl campo Tipo de inicio de sesión indica la clase de inicio de sesión que se realizó. Los tipos más comunes son 2 (interactivo) y 3 (red).\r\n\r\nLos campos Nuevo inicio de sesión indican la cuenta para la que se creó el nuevo inicio de sesión, es decir, aquella en la que se inició la sesión.\r\n\r\nLos campos de red indican dónde se originó una solicitud de inicio de sesión remota. Nombre de estación de trabajo no está siempre disponible y se puede dejar en blanco en algunos casos.\r\n\r\nEl campo de nivel de suplantación indica en qué medida un proceso en la sesión de inicio de sesión puede suplantar.\r\n\r\nLos campos de información de autenticación proporcionan información detallada sobre esta solicitud de inicio de sesión específica.\r\n	- GUID de inicio de sesión es un identificador único que se puede usar para correlacionar este evento con un evento KDC.\r\n	- Servicios transitados indica los servicios intermedios que participaron en esta solicitud de inicio de sesión.\r\n	- Nombre de paquete indica el subprotocolo que se usó entre los protocolos NTLM.\r\n	- Longitud de clave indica la longitud de la clave de sesión generada. Será 0 si no se solicitó una clave de sesión."""
"Apr 26, 2025 @ 13:53:00.172","host1_windows1","92154","4","Process loaded taskschd.dll module. May be used to create delayed malware execution","Microsoft-Windows-Sysmon/Operational","""Image loaded:\r\nRuleName: technique_id=T1053,technique_name=Scheduled Task\r\nUtcTime: 2025-04-26 17:52:58.559\r\nProcessGuid: {26d71978-1d5c-680d-e604-000000000600}\r\nProcessId: 3600\r\nImage: C:\Windows\System32\sppsvc.exe\r\nImageLoaded: C:\Windows\System32\taskschd.dll\r\nFileVersion: 10.0.26100.1 (WinBuild.160101.0800)\r\nDescription: Task Scheduler COM API\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: taskschd.dll\r\nHashes: SHA1=03D12FA8C05451E741E9DCD1FCE2D91507128AED,MD5=60392F262DDE3734086D0E1D372ED186,SHA256=7A172A93C9DEF92F8C9683209B491C0FE835B3F1AEF257218441761120ED1C0E,IMPHASH=E61FD409CB21E6A6EBA2AFE59848CFC8\r\nSigned: true\r\nSignature: Microsoft Windows\r\nSignatureStatus: Valid\r\nUser: NT AUTHORITY\Servicio de red"""
"Apr 26, 2025 @ 13:52:59.181","host1_windows1","60642","3","Software protection service scheduled successfully.","Application","""El servicio de protección de software se programó correctamente para reiniciarse a las 2025-06-21T17:41:58Z. Motivo: RulesEngine."""
"Apr 26, 2025 @ 13:52:57.562","host1_windows1","92058","12","Application Compatibility Database launched","Microsoft-Windows-Sysmon/Operational","""Process Create:\r\nRuleName: technique_id=T1546.011,technique_name=Application Shimming\r\nUtcTime: 2025-04-26 17:52:55.938\r\nProcessGuid: {26d71978-1d77-680d-e804-000000000600}\r\nProcessId: 9400\r\nImage: C:\Windows\System32\sdbinst.exe\r\nFileVersion: 10.0.26100.1301 (WinBuild.160101.0800)\r\nDescription: Application Compatibility Database Installer\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: sdbinst.exe\r\nCommandLine: C:\WINDOWS\System32\sdbinst.exe -m -bg\r\nCurrentDirectory: C:\WINDOWS\system32\\r\nUser: NT AUTHORITY\SYSTEM\r\nLogonGuid: {26d71978-faa0-680c-e703-000000000000}\r\nLogonId: 0x3E7\r\nTerminalSessionId: 0\r\nIntegrityLevel: System\r\nHashes: SHA1=900A2835099CBB57537375D9D7B055C41E54AAAD,MD5=9B29824A91F35B25CA95613264B30AB9,SHA256=C666DCF6B410A239B6D17122424ABED819A8B8372248B469A73FC11D1E1E2762,IMPHASH=2946BAC02F0097C89E6692739186C303\r\nParentProcessGuid: {26d71978-fab6-680c-f600-000000000600}\r\nParentProcessId: 8064\r\nParentImage: C:\Windows\System32\svchost.exe\r\nParentCommandLine: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc\r\nParentUser: NT AUTHORITY\SYSTEM"""
"Apr 26, 2025 @ 13:52:35.385","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:52:33.585\r\nProcessGuid: {26d71978-1d61-680d-e704-000000000600}\r\nProcessId: 10008\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_aegh0mrw.yhx.ps1\r\nCreationUtcTime: 2025-04-26 17:52:33.585\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:51:46.345","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:51:44.557\r\nProcessGuid: {26d71978-1d30-680d-e504-000000000600}\r\nProcessId: 8028\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_ehdhmtf1.pa1.ps1\r\nCreationUtcTime: 2025-04-26 17:51:44.557\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:51:09.297","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:51:07.536\r\nProcessGuid: {26d71978-1d0b-680d-e404-000000000600}\r\nProcessId: 8396\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_d2hskr2h.kvi.ps1\r\nCreationUtcTime: 2025-04-26 17:51:07.536\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:50:26.492","host1_windows1","60106","3","Windows Logon Success","Security","""Se inició sesión correctamente en una cuenta.\r\n\r\nFirmante:\r\n	Id. de seguridad:		S-1-5-18\r\n	Nombre de cuenta:		DESKTOP-V0J3BBT$\r\n	Dominio de cuenta:		WORKGROUP\r\n	Id. de inicio de sesión:		0x3E7\r\n\r\nInformación de inicio de sesión:\r\n	Tipo de inicio de sesión:		5\r\n	Modo de administrador restringido:	-\r\n	Credential Guard remota:	-\r\n	Cuenta virtual:		No\r\n	Token elevado:		Sí\r\n\r\nNivel de suplantación:		Suplantación\r\n\r\nNuevo inicio de sesión:\r\n	Id. de seguridad:		S-1-5-18\r\n	Nombre de cuenta:		SYSTEM\r\n	Dominio de cuenta:		NT AUTHORITY\r\n	Id. de inicio de sesión:		0x3E7\r\n	Inicio de sesión vinculado:		0x0\r\n	Nombre de cuenta de red:	-\r\n	Dominio de cuenta de red:	-\r\n	GUID de inicio de sesión:		{00000000-0000-0000-0000-000000000000}\r\n\r\nInformación de proceso:\r\n	Id. de proceso:		0x33c\r\n	Nombre de proceso:		C:\Windows\System32\services.exe\r\n\r\nInformación de red:\r\n	Nombre de estación de trabajo:	-\r\n	Dirección de red de origen:	-\r\n	Puerto de origen:		-\r\n\r\nInformación de autenticación detallada:\r\n	Proceso de inicio de sesión:		Advapi  \r\n	Paquete de autenticación:	Negotiate\r\n	Servicios transitados:	-\r\n	Nombre de paquete (solo NTLM):	-\r\n	Longitud de clave:		0\r\n\r\nEste evento se genera cuando se crea una sesión de inicio. Lo genera el equipo al que se tuvo acceso.\r\n\r\nLos campos de firmante indican la cuenta del sistema local que solicitó el inicio de sesión. Suele ser un servicio como el servicio de servidor o un proceso local como Winlogon.exe o Services.exe.\r\n\r\nEl campo Tipo de inicio de sesión indica la clase de inicio de sesión que se realizó. Los tipos más comunes son 2 (interactivo) y 3 (red).\r\n\r\nLos campos Nuevo inicio de sesión indican la cuenta para la que se creó el nuevo inicio de sesión, es decir, aquella en la que se inició la sesión.\r\n\r\nLos campos de red indican dónde se originó una solicitud de inicio de sesión remota. Nombre de estación de trabajo no está siempre disponible y se puede dejar en blanco en algunos casos.\r\n\r\nEl campo de nivel de suplantación indica en qué medida un proceso en la sesión de inicio de sesión puede suplantar.\r\n\r\nLos campos de información de autenticación proporcionan información detallada sobre esta solicitud de inicio de sesión específica.\r\n	- GUID de inicio de sesión es un identificador único que se puede usar para correlacionar este evento con un evento KDC.\r\n	- Servicios transitados indica los servicios intermedios que participaron en esta solicitud de inicio de sesión.\r\n	- Nombre de paquete indica el subprotocolo que se usó entre los protocolos NTLM.\r\n	- Longitud de clave indica la longitud de la clave de sesión generada. Será 0 si no se solicitó una clave de sesión."""
"Apr 26, 2025 @ 13:50:26.029","host1_windows1","92052","4","Windows command prompt started by an abnormal process","Microsoft-Windows-Sysmon/Operational","""Process Create:\r\nRuleName: technique_id=T1059.003,technique_name=Windows Command Shell\r\nUtcTime: 2025-04-26 17:50:24.409\r\nProcessGuid: {26d71978-1ce0-680d-e004-000000000600}\r\nProcessId: 9808\r\nImage: C:\Windows\System32\cmd.exe\r\nFileVersion: 10.0.26100.1591 (WinBuild.160101.0800)\r\nDescription: Windows Command Processor\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: Cmd.Exe\r\nCommandLine: cmd.exe /C python3 --version&python2 --version&python --version\r\nCurrentDirectory: C:\Users\usach\\r\nUser: DESKTOP-V0J3BBT\usach\r\nLogonGuid: {26d71978-fab0-680c-e1c4-0c0000000000}\r\nLogonId: 0xCC4E1\r\nTerminalSessionId: 1\r\nIntegrityLevel: High\r\nHashes: SHA1=6045CA4D0E30D7397A077DD8E070F2EB11DC32C0,MD5=B63148610EB6310740000DC856FE837A,SHA256=486AA8AC1661C0DC08D3EBEA4F25F0009D248F2CED111DEA8587C2B7D71B49BB,IMPHASH=05CB934E42838CA78A9F01D367E81539\r\nParentProcessGuid: {26d71978-fd2a-680c-7401-000000000600}\r\nParentProcessId: 5720\r\nParentImage: C:\Users\Public\splunkd.exe\r\nParentCommandLine: ""C:\Users\Public\splunkd.exe"" -server http://192.168.0.16:8888 -group red \r\nParentUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:49:42.206","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:49:40.505\r\nProcessGuid: {26d71978-1cb4-680d-df04-000000000600}\r\nProcessId: 2052\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_t5fkd0kg.jgb.ps1\r\nCreationUtcTime: 2025-04-26 17:49:40.505\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:48:58.199","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:48:56.883\r\nProcessGuid: {26d71978-1c88-680d-de04-000000000600}\r\nProcessId: 10148\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_rugd3m1y.q1o.ps1\r\nCreationUtcTime: 2025-04-26 17:48:56.883\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:48:39.642","host1_windows1","61109","5","Name resolution for the name wpad timed out","System","""La resolución de nombres para el nombre wpad agotó el tiempo de espera después de que ninguno de los servidores DNS configurados respondiera. PID de cliente 2516."""
"Apr 26, 2025 @ 13:48:38.430","host1_windows1","92154","4","Process loaded taskschd.dll module. May be used to create delayed malware execution","Microsoft-Windows-Sysmon/Operational","""Image loaded:\r\nRuleName: technique_id=T1053,technique_name=Scheduled Task\r\nUtcTime: 2025-04-26 17:48:36.809\r\nProcessGuid: {26d71978-1c56-680d-dd04-000000000600}\r\nProcessId: 9784\r\nImage: C:\Windows\System32\sppsvc.exe\r\nImageLoaded: C:\Windows\System32\taskschd.dll\r\nFileVersion: 10.0.26100.1 (WinBuild.160101.0800)\r\nDescription: Task Scheduler COM API\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: taskschd.dll\r\nHashes: SHA1=03D12FA8C05451E741E9DCD1FCE2D91507128AED,MD5=60392F262DDE3734086D0E1D372ED186,SHA256=7A172A93C9DEF92F8C9683209B491C0FE835B3F1AEF257218441761120ED1C0E,IMPHASH=E61FD409CB21E6A6EBA2AFE59848CFC8\r\nSigned: true\r\nSignature: Microsoft Windows\r\nSignatureStatus: Valid\r\nUser: NT AUTHORITY\Servicio de red"""
"Apr 26, 2025 @ 13:48:37.420","host1_windows1","60642","3","Software protection service scheduled successfully.","Application","""El servicio de protección de software se programó correctamente para reiniciarse a las 2025-06-21T17:42:36Z. Motivo: RulesEngine."""
"Apr 26, 2025 @ 13:48:09.596","host1_windows1","92154","4","Process loaded taskschd.dll module. May be used to create delayed malware execution","Microsoft-Windows-Sysmon/Operational","""Image loaded:\r\nRuleName: technique_id=T1053,technique_name=Scheduled Task\r\nUtcTime: 2025-04-26 17:48:07.991\r\nProcessGuid: {26d71978-1c54-680d-da04-000000000600}\r\nProcessId: 5532\r\nImage: C:\Windows\System32\taskhostw.exe\r\nImageLoaded: C:\Windows\System32\taskschd.dll\r\nFileVersion: 10.0.26100.1 (WinBuild.160101.0800)\r\nDescription: Task Scheduler COM API\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: taskschd.dll\r\nHashes: SHA1=03D12FA8C05451E741E9DCD1FCE2D91507128AED,MD5=60392F262DDE3734086D0E1D372ED186,SHA256=7A172A93C9DEF92F8C9683209B491C0FE835B3F1AEF257218441761120ED1C0E,IMPHASH=E61FD409CB21E6A6EBA2AFE59848CFC8\r\nSigned: true\r\nSignature: Microsoft Windows\r\nSignatureStatus: Valid\r\nUser: NT AUTHORITY\SYSTEM"""
"Apr 26, 2025 @ 13:48:06.191","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:48:04.455\r\nProcessGuid: {26d71978-1c54-680d-d904-000000000600}\r\nProcessId: 7280\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_s0cppba2.cam.ps1\r\nCreationUtcTime: 2025-04-26 17:48:04.455\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:48:05.994","host1_windows1","92200","6","Scripting file created under Windows Temp or User folder","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:48:04.398\r\nProcessGuid: {26d71978-fd2a-680c-7401-000000000600}\r\nProcessId: 5720\r\nImage: C:\Users\Public\splunkd.exe\r\nTargetFilename: C:\Users\usach\powerview.ps1\r\nCreationUtcTime: 2025-04-26 17:48:04.398\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:47:22.173","host1_windows1","92213","15","Executable file dropped in folder commonly used by malware","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:47:20.440\r\nProcessGuid: {26d71978-1c28-680d-d804-000000000600}\r\nProcessId: 9548\r\nImage: C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe\r\nTargetFilename: C:\Users\usach\AppData\Local\Temp\__PSScriptPolicyTest_41akqtej.fem.ps1\r\nCreationUtcTime: 2025-04-26 17:47:20.438\r\nUser: DESKTOP-V0J3BBT\usach"""
"Apr 26, 2025 @ 13:47:21.995","host1_windows1","92200","6","Scripting file created under Windows Temp or User folder","Microsoft-Windows-Sysmon/Operational","""File created:\r\nRuleName: technique_id=T1059.001,technique_name=PowerShell\r\nUtcTime: 2025-04-26 17:47:20.380\r\nProcessGuid: {26d71978-fd2a-680c-7401-000000000600}\r\nProcessId: 5720\r\nImage: C:\Users\Public\splunkd.exe\r\nTargetFilename: C:\Users\usach\powerview.ps1\r\nCreationUtcTime: 2025-04-26 17:47:20.380\r\nUser: DESKTOP-V0J3BBT\usach"""
